일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2009,4.0,21.9,-7.7,47.9,438.6
2009,10.4,27.4,-3.8,78.3,568.4
2009,17.3,30.5,4.4,99.9,603.39
2010,2.5,14.2,-7.0,61.5,340.2
2010,7.8,21.4,-4.1,51.7,496.93
2010,16.2,28.6,1.0,97.7,590.16
2011,2.1,18.1,-10.3,12.7,506.25
2011,9.1,20.6,-2.7,86.7,498.13
2011,16.7,30.0,5.3,102.1,542.02
2012,2.8,17.5,-9.8,33.4,416.16
2012,10.5,29.8,-5.0,146.5,509.1
2012,17.5,29.6,5.6,24.3,576.84
2013,3.0,22.4,-8.0,24.0,504.59
2013,8.1,20.4,-3.4,64.6,498.62
2013,16.9,30.5,5.1,84.6,598.7
2014,5.6,22.2,-10.4,7.1,425.97
2014,12.3,25.3,-5.6,14.0,489.36
2014,17.4,32.2,1.7,81.6,698.29
2015,4.0,21.2,-9.8,7.8,504.38
2015,11.3,28.9,-2.8,98.3,453.63
2015,17.6,31.3,3.0,35.8,681.88
2016,4.7,21.4,-13.4,45.2,452.05
2016,12.6,25.6,-1.1,88.8,503.49
2016,17.7,30.8,5.1,149.9,667.76
2017,3.5,17.4,-9.4,21.5,437.31
2017,12.1,26.6,-2.4,63.6,572.235
2017,17.7,28.9,5.9,36.0,656.33
2018,6.2,21.9,-10.8,33.6,439.78
2018,11.2,27.1,-3.5,139.4,526.82
2018,16.8,29.5,5.7,263.1,569.52
2019,4.5,17.1,-7.9,23.3,449.07
2019,9.9,27.6,-5.8,28.0,533.62
2019,17.8,32.5,2.8,26.4,784.83
2020,5.5,19.9,-7.9,16.9,496.47
2020,9.1,22.8,-5.2,20.9,600.33
2020,16.9,28.8,5.6,161.7,564.06
2021,6.2,21.7,-7.8,103.7,469.76
2021,12.0,28.0,-0.3,99.3,567.05
2021,15.5,29.7,3.6,199.1,590.74
2000,0.7,14.6,-12.6,14.1,446.57
2000,6.0,20.2,-5.5,51.9,465.76
2000,12.1,30.0,0.7,75.2,497.0
2001,-0.2,17.5,-18.0,48.0,514.33
2001,7.7,23.0,-5.4,43.5,594.79
2001,13.4,28.0,0.3,33.6,611.2
2002,3.3,17.1,-10.0,40.3,493.65
2002,9.6,25.2,-2.3,105.5,598.13
2002,12.4,27.2,1.4,204.5,599.63
2003,-0.5,14.1,-16.8,102.9,390.6
2003,7.2,23.6,-5.7,232.7,437.07
2003,12.4,25.0,-1.3,202.6,577.89
2004,1.0,18.2,-15.1,12.7,530.11
2004,8.3,27.7,-5.0,109.8,560.47
2004,13.3,24.7,1.1,82.6,590.91
2005,-1.4,15.9,-17.5,128.9,470.34
2005,8.4,30.1,-5.5,53.0,544.27
2005,11.4,24.8,-0.5,41.3,553.89
2006,-0.1,14.5,-14.5,22.6,515.78
2006,5.3,18.9,-3.9,121.8,439.82
2006,12.2,23.9,-2.2,124.3,552.18
2007,0.8,15.4,-14.0,107.6,429.75
2007,6.5,20.7,-6.0,51.7,550.76
2007,12.3,24.3,0.7,114.5,633.81
2008,0.9,15.3,-13.8,57.6,436.46
2008,7.6,21.5,-3.4,60.4,526.15
2008,12.8,26.7,0.8,91.5,626.15
2009,1.3,17.9,-11.9,97.5,471.16
2009,7.0,23.9,-5.5,50.4,570.79
2009,13.7,27.5,2.4,74.9,614.45
2010,-1.0,13.8,-14.0,141.6,406.85
2010,4.4,18.5,-6.6,43.0,515.35
2010,12.6,27.3,-0.6,122.6,620.22
2011,-1.3,14.8,-21.1,26.7,546.01
2011,5.7,19.2,-5.8,152.8,535.51
2011,12.6,24.2,-0.4,125.0,557.47
2012,-0.7,10.7,-12.9,82.8,435.53
2012,7.7,25.3,-6.2,129.1,520.79
2012,12.7,25.4,1.5,59.8,575.18
2013,1.7,18.0,-13.8,55.5,516.09
2013,4.6,22.7,-4.2,46.9,498.62
2013,13.7,29.8,0.6,82.8,611.76
2014,2.1,19.7,-18.4,45.0,459.83
2014,8.1,22.5,-7.9,142.7,489.36
2014,14.5,30.0,0.5,28.3,698.29
2015,2.0,18.8,-14.6,21.5,547.25
2015,7.6,23.3,-3.0,62.7,462.7
2015,14.7,29.1,0.0,13.0,699.1
2016,1.9,17.9,-17.3,18.4,452.05
2016,8.9,23.3,-2.8,84.5,545.77
2016,14.0,27.4,0.3,46.8,696.47
2017,0.3,12.2,-10.4,17.8,451.66
2017,8.8,23.0,-3.4,61.1,584.4
2017,13.8,26.8,1.5,31.6,666.37
2018,2.3,17.5,-17.1,72.9,445.11
2018,8.1,27.3,-4.8,128.7,550.5
2018,12.5,28.3,0.4,203.0,565.92
2019,1.6,15.0,-8.0,48.5,471.59
2019,6.2,24.4,-8.4,59.9,567.23
2019,14.5,29.6,-3.6,5.6,761.87
2020,2.1,20.5,-8.9,39.1,559.7
2020,4.8,20.1,-9.2,64.2,613.78
2020,12.8,25.2,0.6,104.6,638.57
2021,3.0,16.1,-16.9,86.2,493.87
2021,7.5,20.9,-5.7,98.4,604.86
2021,11.8,25.2,-0.7,154.0,587.01
2000,4.9,19.7,-8.6,14.3,464.37
2000,10.8,24.0,-3.0,15.3,546.58
2000,16.7,32.0,4.8,80.1,550.53
2001,3.3,22.1,-7.6,14.8,402.36
2001,12.3,28.0,-4.1,13.6,519.64
2001,18.8,32.9,6.1,12.3,585.36
2002,7.1,20.7,-6.6,36.7,399.41
2002,13.2,30.4,0.0,143.8,505.24
2002,17.9,28.9,6.0,55.6,586.14
2003,5.1,20.3,-8.7,27.3,407.53
2003,11.7,26.0,0.1,147.0,452.55
2003,18.2,31.4,4.0,125.5,622.62
2004,5.1,21.3,-10.6,20.4,476.65
2004,12.4,29.2,-1.6,59.7,514.69
2004,17.3,27.4,4.4,135.0,495.22
2005,3.9,19.6,-8.1,17.5,490.6
2005,12.9,32.0,-1.5,86.5,542.98
2005,17.1,31.0,4.0,72.3,633.07
2006,4.3,17.6,-8.6,18.0,494.16
2006,10.7,22.2,0.1,81.0,428.09
2006,17.6,29.0,4.6,125.8,588.34
2007,4.9,16.7,-10.0,109.3,389.68
2007,10.7,24.5,-1.7,45.1,511.28
2007,17.6,29.2,6.5,138.5,570.41
2008,5.5,20.4,-5.5,61.6,425.32
2008,12.6,29.2,-1.7,34.0,528.74
2008,16.8,30.2,5.2,108.2,601.6
2009,5.5,23.0,-7.2,55.4,444.92
2009,11.6,28.0,-2.9,62.0,518.17
2009,18.2,31.1,5.6,97.9,605.82
2010,3.8,15.0,-5.6,65.8,374.91
2010,9.2,23.9,-2.9,64.2,485.03
2010,17.2,31.1,1.9,106.1,590.16
2011,3.2,19.1,-8.5,12.7,506.25
2011,10.1,21.5,-1.2,116.6,493.01
2011,17.1,29.6,6.4,119.5,556.76
2012,4.1,17.9,-8.2,38.6,433.93
2012,11.7,30.1,-3.7,148.5,458.09
2012,18.2,31.2,7.2,42.6,647.34
2013,4.4,21.9,-6.9,35.5,518.49
2013,9.1,22.5,-3.0,69.1,497.49
2013,17.9,31.4,6.1,109.8,598.7
2014,7.0,23.4,-8.0,6.8,425.97
2014,13.5,26.8,-1.5,25.5,462.29
2014,18.9,34.0,3.6,66.6,634.67
2015,5.5,22.3,-8.3,13.5,471.36
2015,12.3,29.5,0.8,106.7,452.47
2015,19.1,32.2,4.6,34.7,618.99
2016,5.9,22.1,-11.9,49.6,433.79
2016,14.0,28.0,1.8,98.0,503.49
2016,18.9,31.6,7.1,109.1,594.12
2017,5.0,19.0,-7.4,15.9,428.2
2017,13.6,28.6,-0.3,56.5,543.97
2017,19.1,30.8,7.5,22.0,623.47
2018,7.3,23.1,-7.4,32.8,418.73
2018,12.4,29.1,-1.6,139.5,498.66
2018,17.7,30.6,3.4,201.9,566.15
2019,5.7,18.7,-6.7,38.7,368.69
2019,11.3,28.4,-4.8,49.4,442.86
2019,19.0,33.5,4.0,27.1,612.37
2020,7.0,21.5,-5.6,13.8,486.87
2020,10.5,24.3,-3.0,14.4,581.2
2020,18.1,30.1,6.0,118.3,567.78
2021,7.8,23.5,-2.5,104.1,445.14
2021,13.1,29.2,2.0,121.7,537.02
2021,16.4,31.2,4.3,172.3,539.65
2009,6.4,24.8,-3.6,68.1,437.96
2009,12.4,27.3,0.9,53.5,585.03
2009,18.0,30.5,7.9,50.9,603.39
2010,3.3,13.6,-2.1,160.3,333.07
2010,9.2,19.8,0.9,34.0,516.08
2010,16.4,31.0,5.9,115.5,600.5
2011,4.4,18.5,-7.6,30.0,509.25
2011,11.0,25.5,0.1,133.0,516.7
2011,15.1,28.9,6.3,80.5,476.43
2012,4.9,18.9,-5.1,120.1,383.13
2012,12.3,28.3,-0.7,117.7,509.1
2012,16.8,27.7,7.7,55.2,540.67
2013,6.4,20.4,-6.3,78.3,467.48
2013,9.9,22.7,0.6,46.3,505.34
2013,16.9,32.1,5.5,98.9,587.7
2014,7.4,26.5,-7.1,54.9,422.42
2014,13.2,26.6,-0.1,175.1,464.03
2014,18.8,32.4,5.3,9.9,657.41
2015,7.2,21.6,-6.2,20.5,496.8
2015,11.4,30.9,1.1,67.7,453.63
2015,18.8,33.0,7.4,3.6,681.88
2016,7.2,21.2,-7.2,29.6,516.41
2016,13.5,28.0,3.7,70.4,483.66
2016,18.2,28.9,8.0,34.1,610.87
2017,6.7,17.2,-3.2,42.4,407.54
2017,14.5,30.5,2.1,42.2,597.12
2017,19.1,33.6,8.5,25.2,670.85
2018,8.2,24.6,-4.6,72.3,428.17
2018,13.4,31.8,0.6,151.8,525.68
2018,16.2,29.7,4.3,133.0,534.29
2019,8.1,20.8,-1.7,39.3,456.16
2019,11.6,24.8,1.1,77.5,524.24
2019,19.7,33.5,6.8,2.6,701.38
2020,8.0,19.4,-1.6,48.8,524.42
2020,10.8,25.8,0.3,68.5,575.53
2020,17.0,32.2,7.2,111.5,610.46
2021,8.3,18.9,-4.3,115.7,446.67
2021,12.4,24.2,1.3,115.0,578.24
2021,16.4,28.8,7.3,157.6,592.14
2000,8.1,22.9,-3.8,15.9,271.7
2000,12.6,26.2,2.9,37.1,370.51
2000,17.0,33.1,6.6,47.6,467.54
2001,6.5,23.3,-6.0,25.5,450.59
2001,14.0,28.3,3.4,18.9,514.84
2001,18.8,35.1,6.1,25.4,484.22
2002,9.7,23.4,-1.1,25.6,441.73
2002,14.3,30.0,3.1,50.5,524.67
2002,17.1,30.3,6.3,78.8,560.32
2003,5.9,20.1,-5.5,81.0,404.94
2003,12.8,28.2,1.6,200.0,456.51
2003,16.2,27.2,5.6,149.8,501.96
2004,7.9,23.5,-5.8,7.6,535.18
2004,14.7,32.7,2.4,163.6,554.85
2004,18.2,30.7,6.6,54.1,577.5
2005,5.1,19.3,-5.6,80.8,491.13
2005,13.9,32.2,0.4,39.6,578.79
2005,16.1,30.3,6.9,58.7,591.55
2006,7.1,19.7,-6.3,9.1,490.8
2006,11.0,25.8,2.0,103.9,438.28
2006,16.9,30.3,4.4,98.6,535.01
2007,7.0,19.3,-6.0,96.0,416.06
2007,12.2,28.0,2.2,44.5,474.79
2007,18.3,30.3,9.0,111.5,590.12
2008,7.5,18.4,-1.2,117.3,401.01
2008,13.8,29.3,5.7,34.2,524.67
2008,18.8,33.0,7.0,69.3,583.43
2009,7.3,24.0,-2.1,70.9,438.6
2009,13.1,28.4,0.7,56.0,568.4
2009,19.0,31.4,9.3,43.0,581.13
2010,4.0,15.3,-2.8,172.5,322.68
2010,10.1,22.8,0.2,28.4,496.93
2010,17.4,31.6,6.5,110.0,579.73
2011,5.5,20.1,-5.5,26.5,501.68
2011,11.7,26.0,0.5,133.0,498.13
2011,16.0,29.8,7.4,88.0,472.12
2012,5.7,18.7,-3.9,126.7,416.16
2012,13.3,27.3,1.0,126.5,550.3
2012,17.6,28.0,8.9,52.7,576.84
2013,7.4,19.5,-3.4,81.8,504.59
2013,10.8,23.6,1.5,58.0,536.79
2013,18.1,33.7,6.4,78.7,621.98
2014,8.3,26.8,-5.8,55.3,259.42
2014,14.1,27.8,1.3,189.3,490.24
2014,20.0,33.8,8.3,9.9,699.47
2015,8.2,22.9,-5.3,22.1,560.94
2015,12.1,30.6,2.1,76.8,480.98
2015,20.0,33.9,7.5,3.1,710.79
2016,7.9,22.3,-5.3,29.3,440.53
2016,14.1,28.3,4.0,73.0,567.36
2016,19.3,30.5,8.6,33.6,715.68
2017,7.1,17.4,-2.9,48.5,438.34
2017,15.4,30.4,3.2,39.8,617.31
2017,20.3,33.2,8.7,25.0,703.85
2018,9.2,25.8,-3.0,94.0,459.2
2018,14.5,32.3,1.5,151.4,567.54
2018,17.3,32.1,5.2,162.9,572.89
2019,8.9,22.4,0.0,49.6,491.78
2019,12.6,25.1,1.8,85.5,552.75
2019,21.0,34.8,8.9,4.5,742.51
2020,8.7,21.7,-0.3,47.1,520.09
2020,11.8,26.8,1.4,65.6,570.37
2020,18.3,32.5,8.3,95.5,618.57
2021,9.7,21.1,-3.4,122.0,461.98
2021,13.8,25.1,2.2,108.1,571.24
2021,17.9,30.9,8.4,157.5,580.52
2000,7.6,22.0,-3.4,16.7,448.65
2000,11.9,25.2,2.0,40.9,486.355
2000,15.5,31.4,6.2,63.8,520.28
2001,6.3,23.0,-5.6,17.2,445.03
2001,13.0,28.0,1.5,7.5,539.605
2001,17.6,30.6,7.2,22.5,598.28
2002,8.7,19.5,-1.2,20.6,438.205
2002,12.3,28.4,1.5,68.2,540.705
2002,15.1,29.0,5.0,105.4,592.885
2003,5.3,20.1,-3.9,61.1,402.49
2003,11.0,25.4,1.4,162.0,454.53
2003,14.5,27.7,4.3,136.0,585.13
2004,7.2,22.3,-5.6,15.5,513.115
2004,13.5,28.0,1.3,102.5,551.77
2004,17.1,30.1,7.9,44.1,548.345
2005,4.5,17.9,-6.1,134.6,485.365
2005,13.1,32.6,0.3,30.3,543.625
2005,14.6,26.8,6.5,31.5,605.295
2006,6.6,19.7,-6.9,12.7,492.48
2006,10.0,26.5,1.0,110.9,433.87
2006,14.6,30.0,4.4,98.7,559.605
2007,6.9,20.2,-6.1,157.3,402.87
2007,11.8,28.8,1.1,33.1,515.395
2007,17.2,30.8,8.7,86.1,585.27
2008,7.3,18.9,-2.8,100.1,414.065
2008,13.1,28.6,4.9,36.1,525.41
2008,16.9,29.0,6.6,48.5,600.455
2009,7.7,26.9,-2.1,61.2,438.6
2009,13.0,27.9,1.3,49.5,568.4
2009,17.9,30.1,8.9,58.4,603.39
2010,4.4,16.2,-2.1,128.3,340.2
2010,9.5,20.9,-0.5,32.8,496.93
2010,16.2,31.8,6.6,108.1,590.16
2011,5.2,16.3,-4.9,42.3,506.25
2011,11.1,26.4,0.2,93.6,498.13
2011,15.0,28.1,7.8,104.5,542.02
2012,5.6,18.8,-3.9,108.8,416.16
2012,12.4,25.8,1.2,96.2,509.1
2012,16.3,28.4,7.4,38.9,576.84
2013,7.2,19.6,-4.0,74.1,504.59
2013,10.7,24.1,1.8,53.8,498.62
2013,16.7,30.9,6.2,85.8,598.7
2014,8.2,26.3,-4.8,47.6,425.97
2014,13.2,26.5,1.1,247.5,489.36
2014,18.7,32.7,8.0,7.0,698.29
2015,7.8,21.4,-5.4,21.6,504.38
2015,11.8,31.6,2.1,61.3,453.63
2015,18.5,32.0,9.6,2.9,681.88
2016,8.5,21.4,-5.1,27.7,452.05
2016,13.9,28.8,5.2,60.8,503.49
2016,18.1,29.6,9.1,24.8,667.76
2017,8.2,17.5,-0.3,40.8,437.31
2017,15.3,29.1,4.9,45.1,572.235
2017,19.3,32.8,9.5,17.9,656.33
2018,8.9,25.4,-2.4,95.4,439.78
2018,13.5,29.6,2.3,131.8,526.82
2018,16.2,29.1,5.7,63.6,569.52
2019,8.4,20.6,0.4,51.5,449.07
2019,11.3,24.8,1.2,102.6,525.84
2019,18.4,33.3,5.9,3.3,742.51
2020,7.9,19.4,-0.8,48.3,509.82
2020,10.9,25.3,1.5,50.9,600.33
2020,16.3,30.9,7.5,90.3,585.48
2021,8.6,19.2,-3.9,99.8,462.9
2021,11.9,24.0,1.2,80.3,567.05
2021,15.8,27.0,7.0,116.9,580.52
2000,4.8,19.7,-8.4,10.8,450.73
2000,10.6,23.7,-1.8,39.2,506.95
2000,17.1,32.6,5.1,61.4,543.56
2001,3.8,22.5,-8.0,20.6,439.47
2001,12.3,28.4,-2.1,22.8,559.57
2001,18.7,31.2,6.6,37.8,624.11
2002,7.4,21.0,-5.6,31.7,434.68
2002,13.6,29.4,1.3,168.3,556.74
2002,17.5,27.9,5.8,87.7,610.05
2003,5.3,21.5,-7.4,41.0,400.04
2003,12.5,26.5,-0.3,170.0,463.96
2003,18.0,30.7,4.1,110.6,592.37
2004,5.7,21.9,-11.3,30.8,496.12
2004,12.9,29.5,-0.8,61.2,548.69
2004,18.1,30.2,5.2,108.1,519.19
2005,4.2,19.4,-7.8,53.5,480.13
2005,13.5,33.2,-0.6,79.5,537.28
2005,17.5,30.2,5.2,67.7,619.04
2006,4.9,18.5,-9.6,14.7,471.93
2006,11.3,24.0,0.4,79.5,429.46
2006,18.4,29.5,6.9,87.6,567.03
2007,5.6,19.1,-8.9,133.0,364.25
2007,11.5,26.0,-0.8,15.3,519.51
2007,18.0,30.1,7.4,139.6,580.42
2008,6.2,21.0,-3.9,68.4,402.81
2008,13.1,28.1,-0.8,42.9,495.35
2008,17.5,30.4,5.1,78.1,599.31
2009,6.2,24.3,-5.4,57.5,435.5
2009,12.3,29.9,-0.8,38.0,510.94
2009,18.4,31.3,6.6,111.1,591.17
2010,4.6,18.8,-4.0,78.2,340.2
2010,10.0,25.3,-1.4,58.5,476.53
2010,17.8,31.4,3.3,78.0,583.92
2011,3.7,18.7,-7.1,38.5,498.72
2011,11.1,23.7,1.1,163.1,491.37
2011,18.3,29.8,8.0,109.1,542.02
2012,4.9,18.6,-7.2,50.9,408.89
2012,12.4,28.6,-1.7,125.1,506.96
2012,18.7,29.4,7.7,27.7,637.83
2013,5.4,24.5,-5.7,49.1,440.22
2013,9.8,26.8,-1.2,82.0,418.36
2013,18.3,31.2,6.0,82.6,534.08
2014,7.3,24.5,-5.6,17.8,464.73
2014,13.8,26.7,-1.0,47.6,534.07
2014,19.0,34.1,5.1,35.2,730.5
2015,6.7,22.8,-7.2,23.0,504.38
2015,13.5,27.6,2.7,106.6,447.25
2015,19.9,33.0,6.7,32.0,664.94
2016,7.1,20.3,-9.8,36.5,454.89
2016,14.8,30.0,4.6,71.5,494.79
2016,19.3,30.7,8.6,87.4,667.76
2017,5.6,17.6,-5.0,22.7,469.34
2017,13.6,27.8,1.4,38.1,536.02
2017,18.8,29.7,7.9,30.1,646.29
2018,8.2,21.8,-5.9,53.6,466.11
2018,13.2,28.5,1.3,112.6,527.96
2018,17.9,29.6,5.0,211.3,581.54
2019,6.9,19.3,-2.9,42.8,422.92
2019,11.9,28.3,-2.1,45.7,502.87
2019,19.2,32.5,5.8,10.4,725.51
2020,7.8,23.1,-3.6,21.2,506.23
2020,11.0,24.0,-0.1,15.7,608.15
2020,18.2,29.1,7.2,80.0,585.48
2021,8.8,22.9,-3.0,73.2,462.9
2021,13.8,28.7,2.2,88.9,550.1
2021,16.5,29.3,5.4,142.7,543.93
2000,4.3,20.2,-9.8,21.9,448.65
2000,10.4,24.1,-3.1,52.8,486.355
2000,16.8,33.0,3.5,53.5,520.28
2001,3.3,21.9,-8.5,20.8,445.03
2001,11.9,26.4,-4.2,18.2,539.605
2001,17.3,31.2,3.4,25.7,598.28
2002,6.0,20.3,-7.8,21.8,438.205
2002,12.0,29.9,-2.2,149.4,540.705
2002,15.8,27.0,3.3,90.0,592.885
2003,3.9,18.2,-8.3,38.0,402.49
2003,10.8,25.9,-2.4,178.5,454.53
2003,16.6,29.8,2.3,137.1,585.13
2004,4.2,20.8,-15.5,40.3,513.115
2004,11.6,29.2,-3.0,59.0,551.77
2004,16.4,29.6,2.2,112.3,548.345
2005,3.0,18.4,-9.3,48.7,485.365
2005,12.3,33.3,-3.7,57.5,543.625
2005,16.4,30.9,2.4,50.6,605.295
2006,4.1,18.2,-11.3,12.1,492.48
2006,10.5,25.2,-0.5,90.9,433.87
2006,17.1,29.3,2.7,103.8,559.605
2007,4.9,19.3,-10.2,127.7,402.87
2007,10.7,26.8,-2.8,21.3,515.395
2007,16.6,29.5,6.2,130.0,585.27
2008,5.4,21.8,-6.0,69.8,414.065
2008,12.2,27.2,-2.1,24.8,525.41
2008,16.7,31.8,2.1,51.7,600.455
2009,5.6,23.1,-7.1,58.9,438.6
2009,11.7,30.7,-1.8,37.0,568.4
2009,17.6,30.8,5.4,87.9,603.39
2010,3.8,17.5,-6.4,93.5,340.2
2010,9.4,25.8,-3.3,56.1,496.93
2010,16.9,31.8,1.7,106.0,590.16
2011,3.3,20.0,-9.0,40.3,506.25
2011,10.6,24.4,-1.2,164.5,498.13
2011,17.3,30.1,5.8,114.4,542.02
2012,4.5,18.3,-7.9,67.0,416.16
2012,12.1,29.2,-2.9,100.5,509.1
2012,17.5,30.5,5.4,42.9,576.84
2013,5.1,24.7,-6.8,44.6,504.59
2013,9.3,27.8,-2.4,75.5,498.62
2013,17.6,32.2,4.3,112.1,598.7
2014,6.6,25.1,-8.5,31.1,425.97
2014,13.1,27.5,-0.7,36.5,489.36
2014,18.3,35.3,2.2,34.3,698.29
2015,5.9,23.5,-9.3,24.9,504.38
2015,12.2,28.0,0.6,60.7,453.63
2015,18.8,34.2,3.5,19.2,681.88
2016,6.2,20.5,-11.7,21.1,452.05
2016,13.6,30.4,0.8,83.4,503.49
2016,17.6,30.9,4.8,51.6,667.76
2017,5.6,19.9,-5.5,24.1,437.31
2017,13.5,27.8,0.1,71.4,572.235
2017,18.0,30.9,4.7,21.5,656.33
2018,7.4,22.6,-7.0,56.5,439.78
2018,12.6,29.6,0.6,116.5,526.82
2018,16.9,30.5,4.8,135.9,569.52
2019,6.1,19.1,-5.0,42.5,449.07
2019,11.3,29.7,-3.9,56.7,525.84
2019,18.1,33.7,2.8,20.9,742.51
2020,7.4,23.1,-5.9,21.3,509.82
2020,10.3,24.5,-2.1,18.1,600.33
2020,17.2,30.6,6.6,88.0,585.48
2021,8.2,23.5,-2.4,93.8,462.9
2021,12.7,30.0,-0.5,95.8,567.05
2021,15.4,31.3,2.3,154.3,580.52
2000,4.4,18.7,-8.2,11.5,448.65
2000,10.3,23.5,-3.4,31.5,486.355
2000,15.8,30.9,3.5,113.0,520.28
2001,3.5,21.6,-9.1,14.2,445.03
2001,12.0,26.1,-4.0,16.0,539.605
2001,17.5,30.6,5.0,16.0,598.28
2002,6.7,19.8,-6.8,36.0,438.205
2002,12.3,29.1,-1.3,121.5,540.705
